id,Country,Continent,fhs,gov,Capital,pnr,Topography,Climate,le,imr,pcod,GDPPC,cer,bmi,gdpg,ii,cpi,hioef,lr,Religions,Languages,Population
Czechia,Czechia,Central Europe,93/100 (2018),parliamentary republic,Prague,"hard coal, soft coal, kaolin, clay, graphite, timber, arable land","Bohemia in the west consists of rolling plains, hills, and plateaus surrounded by low mountains; Moravia in the east consists of very hilly country","temperate; cool summers; cold, cloudy, humid winters",78.8 years(2017),"2.6 deaths/1,000 live births(2017)","1- Coronary Heart Disease, 2- Stroke, 3- Lung Cancers, 4- Colon-Rectum Cancers, 5- Prostate Cancer (2017)","$35,200 2017 EST.",20.65 Koruny to 1 U.S. Dollar (March 2018),$3.81 vs $5.28 US,2.6% (2017),25.9% (2014),55 and 47th/176 (2016),74.2 overall (2018),99%  (2011),"Roman Catholic 10.4%, Protestant (includes Czech Brethren and Hussite) 1.1%, other and unspecified 54%, none 34.5% (2011 est.)","Czech (official) 95.4%, Slovak 1.6%, other 3% (2011 census)","10,674,723 (July 2017)"
Poland,Poland,Central Europe,85/100 (2018),parliamentary republic,Warsaw,"coal, sulfur, copper, natural gas, silver, lead, salt, amber, arable land",mostly flat plain; mountains along southern border,"temperate with cold, cloudy, moderately severe winters with frequent precipitation; mild summers with frequent showers and thundershowers",77.8 years(2017),"4.4 deaths/1,000 live births(2017)","1- Coronary Heart Disease, 2- Stroke, 3- Lung Cancers, 4- Lung Disease, 5- Colon-Rectum Cancers (2017)","$29,300 2017 EST.",3.43 Zlotych to 1 U.S. Dollar (March 2018),$2.97 vs $5.28 US,3.3% (2017),32.1% (2014),62 and 29th/176 (2016),68.5 overall (2018),99.8% (2015),"Catholic 87.2% (includes Roman Catholic 86.9% and Greek Catholic, Armenian Catholic, and Byzantine-Slavic Catholic .3%), Orthodox 1.3% (almost all are Polish Autocephalous Orthodox), Protestant 0.4% (mainly Augsburg Evangelical and Pentacostal), other 0.4% (includes Jehovah's Witness, Buddhist, Hare Krishna, Gaudiya Vaishnavism, Muslim, Jewish, Mormon), unspecified 10.8% (2012)","Polish (official) 98.2%, Silesian 1.4%, other 1.1%, unspecified 1.3%. (2011). note: data represents the language spoken at home; shares sum to more than 100% because some respondents gave more than one answer on the census; Poland ratified the European Charter for Regional or Minority Languages in 2009 recognizing Kashub as a regional language, Czech, Hebrew, Yiddish, Belarusian, Lithuanian, German, Armenian, Russian, Slovak, and Ukrainian as national minority languages, and Karaim, Lemko, Romani (Polska Roma and Bergitka Roma), and Tatar as ethnic minority languages ","38,476,269 (July 2017)"
Turkey,Turkey,Middle East,32/100 (2018),parliamentary republic,Ankara,"coal, iron ore, copper, chromium, antimony, mercury, gold, barite, borate, celestite (strontium), emery, feldspar, limestone, magnesite, marble, perlite, pumice, pyrites (sulfur), clay, arable land, hydropower",high central plateau (Anatolia); narrow coastal plain; several mountain ranges,"temperate; hot, dry summers with mild, wet winters; harsher in interior",75 years (2017),"17.6 deaths/1,000 live births (2017)","1- Coronary Heart Disease, 2- Stroke, 3- Lung Cancers, 4- Lung Disease, 5- Prostate Cancer (2017)","$26,500 2017 EST.",3.97 Turkish Lira to 1 U.S Dollar (March 2018),$2.83 vs $5.28 US,3.5% (2017),41.2% (2014),41 and 75th/176 (2016),65.4 overall (2018),95.6% (2015),"Muslim 99.8% (mostly Sunni), other 0.2% (mostly Christians and Jews)","Turkish (official), Kurdish, other minority languages","80,845,215 (July 2017)"
Syria,Syria,Middle East,-1/100 (2018),presidential republic; highly authoritarian regime,Damascus,"petroleum, phosphates, chrome and manganese ores, asphalt, iron ore, rock salt, marble, gypsum, hydropower",primarily semiarid and desert plateau; narrow coastal plain; mountains in west,"mostly desert; hot, dry, sunny summers (June to August) and mild, rainy winters (December to February) along coast; cold weather with snow or sleet periodically in Damascus",75.1 years (2017),"14.8 deaths/1,000 live births (2017)","1- War, 2- Coronary Heart Disease, 3- Stroke, 4- Road Traffic Accidents, 5- Breast Cancer (2017)","$2,900 2015 EST.",515.227 Syrian Pounds to 1 U.S Dollar (March 2018),No Data,no data,35.8% (2004),13 and 173rd/176th (2016),No Data,86.4% (2015),"Muslim 87% (official; includes Sunni 74% and Alawi, Ismaili, and Shia 13%), Christian 10% (includes Orthodox, Uniate, and Nestorian), Druze 3%, Jewish (few remaining in Damascus and Aleppo)","Arabic (official), Kurdish, Armenian, Aramaic, Circassian, French, English","18,028,549 (July 2017)"
Iraq,Iraq,Middle East,31/100 (2018),federal parliamentary republic,Baghdad,"petroleum, natural gas, phosphates, sulfur",mostly broad plains; reedy marshes along Iranian border in south with large flooded areas; mountains along borders with Iran and Turkey,"mostly desert; mild to cool winters with dry, hot, cloudless summers; northern mountainous regions along Iranian and Turkish borders experience cold winters with occasionally heavy snows that melt in early spring, sometimes causing extensive flooding in central and southern Iraq",74.9 years (2017),"37.5 deaths/1,000 live births (2017)","1- Coronary Heart Disease, 2- Stroke, 3- Road Traffic Accidents, 4- Diabetes Mellitus, 5- War (2017)","$17,000 2017 EST.",1176.47 Iraqi Dinar to 1 U.S Dollar (March 2018),No Data,2.9% (2017),29.5% (2012),17 and 166th/176 (2016),No Data,79.7%  (2015),"Muslim (official) 95-98% (Shia 64-69%, Sunni 29-34%), Christian 1% (includes Catholic, Orthodox, Protestant, Assyrian Church of the East), other 1-4% (2015). note: while there has been voluntary relocation of many Christian families to northern Iraq, recent reporting indicates that the overall Christian population may have dropped by as much as 50% since the fall of the SADDAM Husayn regime in 2003, with many fleeing to Syria, Jordan, and Lebanon ","Arabic (official), Kurdish (official), Turkmen (a Turkish dialect), Syriac (Neo-Aramaic), and Armenian are official in areas where native speakers of these languages constitute a majority of the population)","39,192,111 (July 2017)"
Iran,Iran,Middle East,17/100 (2018),theocratic republic,Tehran,"petroleum, natural gas, coal, chromium, copper, iron ore, lead, manganese, zinc, sulfur","rugged, mountainous rim; high, central basin with deserts, mountains; small, discontinuous plains along both coasts","mostly arid or semiarid, subtropical along Caspian coast",74 years (2017),"15.9 deaths/1,000 live births (2017)","1- Coronary Heart Disease, 2- Stroke, 3- Road Traffic Accidents, 4- Hypertension, 5- Influenza and Pneumonia (2017)","$20,000 2017 EST.",33333.33 Iranian Rial to 1 U.S Dollar (March 2018),No Data,3.8% (2017),38.8% (2014),29 and 131st/176 (2016),50.9 overall (2018),86.8% (2015),"Muslim (official) 99.4% (Shia 90-95%, Sunni 5-10%), other (includes Zoroastrian, Jewish, and Christian) 0.3%, unspecified 0.4% (2011)","Persian (official), Azeri Turkic and Turkic dialects, Kurdish, Gilaki and Mazandarani, Luri, Balochi, Arabic, other","82,021,564 (July 2017)"
Pakistan,Pakistan,Middle East, 43/100 (2018),federal parliamentary republic,Islamabad,"arable land, extensive natural gas reserves, limited petroleum, poor quality coal, iron ore, copper, salt, limestone","divided into three major geographic areas: the northern highlands, the Indus River plain in the center and east, and the Balochistan Plateau in the south and west","mostly hot, dry desert; temperate in northwest; arctic in north",68.1 years (2017),"52.1 deaths/1,000 live births (2017)","1- Coronary Heart Disease, 2- Stroke, 3- Influenza and Pneumonia, 4- Lung Disease, 5- Tuberculosis (2017)","$5,400 2017 EST.",115.47 Pakistani Rupee to 1 U.S Dollar (March 2018),$3.39 vs $5.28 US,5.6% (2017),30.7% (2013),32 and 116th/176 (2016),54.4overall (2018),57.9% (2015),"Muslim (official) 96.4% (Sunni 85-90%, Shia 10-15%), other (includes Christian and Hindu) 3.6% (2010 est.)","Punjabi 48%, Sindhi 12%, Saraiki (a Punjabi variant) 10%, Pashto (alternate name, Pashtu) 8%, Urdu (official) 8%, Balochi 3%, Hindko 2%, Brahui 1%, English (official; lingua franca of Pakistani elite and most government ministries), Burushaski, and other 8%","204,924,861 (July 2017)"
Afghanistan,Afghanistan,Middle East,26/100 (2018),presidential Islamic republic,Kabul,"natural gas, petroleum, coal, copper, chromite, talc, barites, sulfur, lead, zinc, iron ore, salt, precious and semiprecious stones, arable land",mostly rugged mountains; plains in north and southwest,arid to semiarid; cold winters and hot summers,51.7 years (2017),"110.6 deaths/1,000 live births (2017)","1- Coronary Heart Disease, 2- Stroke, 3- Influenza and Pneumonia, 4- Tuberculosis, 5- War (2017)","$1,900 2017 EST.",69.20 Afghan Afghani to 1 U.S Dollar (March 2018),No Data,3% (2017),27.8% (2008),15 and 169th/176 (2016),51.3 overall (2018),38.2% (2015),"Muslim 99.7% (Sunni 84.7 - 89.7%, Shia 10 - 15%), other 0.3% (2009 est.)","Afghan Persian or Dari (official) 80% (Dari functions as the lingua franca), Pashto (official) 47%, Uzbek 11%, English 5%, Turkmen 2%, Urdu 2%, Pashayi 1%, Nuristani 1%, Arabic 1%, Balochi, Shughni, Pamiri, Hindi, Russian, German, French <.5% each, don't know/refused <1% (2017). note 1: data represent most widely spoken languages; shares sum to more than 100% because there is much bilingualism in the country and because respondents were allowed to select more than one language
note 2: the Turkic languages Uzbek and Turkmen, as well as Balochi, Pashayi, Nuristani, and Pamiri are the third official languages in areas where the majority speaks them","34,124,811 (July 2017)"
Oman,Oman,Middle East,23/100 (2018),absolute monarchy,Muscat,"petroleum, copper, asbestos, some marble, limestone, chromium, gypsum, natural gas","central desert plain, rugged mountains in north and south","dry desert; hot, humid along coast; hot, dry interior; strong southwest summer monsoon (May to September) in far south",75.7 years (2017),"12.8 deaths/1,000 live births (2017)","1- Coronary Heart Disease, 2- Diabetes Mellitus, 3- Stroke, 4- Influenza and Pneumonia, 5- Road Traffic Accidents (2017)","$45,500 2017 EST.",0.39 Omani Rial to 1 U.S Dollar (March 2018),No Data,3.7% (2017),no data,45 and 64th/176 (2016),61.0 overall (2018),93% (2015),"Muslim 85.9%, Christian 6.5%, Hindu 5.5%, Buddhist 0.8%, Jewish <0.1%, other 1%, unaffiliated 0.2% (2010). note: Omani citizens represent approximately 60% of the population and are overwhelming Muslim (Ibadhi and Sunni sects each constitute about 45% and Shia about 5%); Christians, Hindus, and Buddhists accounting for roughly 5% of Omani citizens.","Arabic (official), English, Baluchi, Urdu, Indian dialects","4,613,241 (July 2017)"
United_Arab_Emirates,United_Arab_Emirates,Middle East,17/100 (2018),federation of monarchies,Abu Dhabi,"petroleum, natural gas","flat, barren coastal plain merging into rolling sand dunes of vast desert; mountains in east",desert; cooler in eastern mountains,77.7 years(2017),"10 deaths/1,000 live births (2017)",no data,"$68,200 2017 EST.",3.67 United Arab Emirates Dirham to 1 U.S Dollar (March 2018),$3.81 vs $5.28 US,3.4% (2017),no data,66 and 24th/176 (2016),77.6 overall (2018),93.8% (2015),"Muslim (official) 76%, Christian 9%, other (primarily Hindu and Buddhist, less than 5% of the population consists of Parsi, Baha'i, Druze, Sikh, Ahmadi, Ismaili, Dawoodi Bohra Muslim, and Jewish) 15%(2005). note: represents the total population; about 85% of the population consists of noncitizens (2005 est.)
","Arabic (official), Persian, English, Hindi, Urdu","6,072,475 (July 2017). note: the UN estimated the country's total population was 9,400,145 as of mid-year 2017; immigrants make up more than 88% of the total population, according to UN data (2017)"
Yemen,Yemen,Middle East,13/100 (2018),in transition,Sanaa,"petroleum, fish, rock salt, marble; small deposits of coal, gold, lead, nickel, and copper; fertile soil in west",narrow coastal plain backed by flat-topped hills and rugged mountains; dissected upland desert plains in center slope into the desert interior of the Arabian Peninsula,"mostly desert; hot and humid along west coast; temperate in western mountains affected by seasonal monsoon; extraordinarily hot, dry, harsh desert in east",65.9 years (2017),"46 deaths/1,000 live births(2017)","1- Influenza and Pneumonia, 2- Coronary Heart Disease, 3- Stroke, 4- Road Traffic Accidents, 5- Diabetes Mellitus (2017)","$2,300 2017 EST.",250.00 Yemeni Rial to 1 U.S Dollar (March 2018),No Data,8.5% (2017),36.7% (2014),14 and 170th/176 (2016),No Data,70.1% (2015),"Muslim 99.1% (official; virtually all are citizens, an estimated 65% are Sunni and 35% are Shia), other 0.9% (includes Jewish, Baha'i, Hindu, and Christian; many are refugees or temporary foreign residents) (2010 est.)",Arabic (official). note: a distinct Socotri language is widely used on Socotra Island and Archipelago; Mahri is still fairly widely spoken in eastern Yemen,"28,036,829 (July 2017)"
Eygpt,Eygpt,Middle East,23/100 (2018),presidential republic,Cairo,"petroleum, natural gas, iron ore, phosphates, manganese, limestone, gypsum, talc, asbestos, lead, rare earth elements, zinc",vast desert plateau interrupted by Nile valley and delta,"desert; hot, dry summers with moderate winters",73 years (2017),"19 deaths/1,000 live births (2017)","1- Coronary Heart Disease, 2- Stroke, 3- Liver Disease, 4- Hypertension, 5- Inflammatory/Heart (2017)","$13,000 2017 EST.",17.65 Egyptian Pound to 1 U.S Dollar (March 2018),$1.93 vs $5.28 US,4.5% (2017),31.8% (2015),34 and 108th/176 (2016),53.4 overall (2018),73.8% (2015),"Muslim (predominantly Sunni) 90%, Christian (majority Coptic Orthodox, other Christians include Armenian Apostolic, Catholic, Maronite, Orthodox, and Anglican) 10% (2015 est.)","Arabic (official), English and French widely understood by educated classes","97,041,072 (July 2017)"
Libya,Libya,Middle East,9/100 (2018),in transition,Tripoli (Tarabulus),"petroleum, natural gas, gypsum","mostly barren, flat to undulating plains, plateaus, depressions","Mediterranean along coast; dry, extreme desert interior",76.7 years (2017),"10.8 deaths/1,000 live births (2017)","1- Coronary Heart Disease, 2- Stroke, 3- Road Traffic Accidents, 4- Diabetes Mellitus, 5- Hypertension (2017)","$9,800 2017 EST.",1.32 Libyan Dinar to 1 U.S Dollar (March 2018),No Data,31.2% (2017),no data,14 and 170th/176 (2016),No Data,91%  (2015),"Muslim (official; virtually all Sunni) 96.6%, Christian 2.7%, Buddhist 0.3%, Hindu <0.1, Jewish <0.1, folk religion <0.1, unafilliated 0.2%, other <0.1(2010). note: non-Sunni Muslims include native Ibadhi Muslims (<1% of the population) and foreign Muslims (2010 est.)
","Arabic (official), Italian, English (all widely understood in the major cities); Berber (Nafusi, Ghadamis, Suknah, Awjilah, Tamasheq)","6,653,210 (July 2017)"
Algeria,Algeria,Middle East,35/100 (2018),presidential republic,Algiers,"petroleum, natural gas, iron ore, phosphates, uranium, lead, zinc","mostly high plateau and desert; some mountains; narrow, discontinuous coastal plain","arid to semiarid; mild, wet winters with hot, dry summers along coast; drier with cold winters and hot summers on high plateau; sirocco is a hot, dust/sand-laden wind especially common in summer",77 years (2017),"19.6 deaths/1,000 live births (2017)","1- Stroke, 2- Coronary Heart Disease, 3- Diabetes Mellitus, 4- Hypertension, 5- Influenza and Pneumonia (2017)","$15,100 2017 EST.",113.77 Algerian Dinar to 1 U.S Dollar (March 2018),No Data,0.8% (2017),27.6% (2011),34 and 108th/176 (2016),44.7 overall (2018),80.2% (2015),"Muslim (official; predominantly Sunni) 99%, other (includes Christian and Jewish) <1% (2012 est.)","Arabic (official), French (lingua franca), Berber or Tamazight (official); dialects include Kabyle Berber (Taqbaylit), Shawiya Berber (Tacawit), Mzab Berber, Tuareg Berber (Tamahaq)","40,969,443 (July 2017)"
Tunisia,Tunisia,Middle East,70/100 (2018),parliamentary republic,Tunis,"petroleum, phosphates, iron ore, lead, zinc, salt","mountains in north; hot, dry central plain; semiarid south merges into the Sahara","temperate in north with mild, rainy winters and hot, dry summers; desert in south",75.7 years (2017),"12.1 deaths/1,000 live births (2017)","1- Coronary Heart Disease, 2- Stroke, 3- Diabetes Mellitus, 4- Influenza and Pneumonia, 5- Hypertension (2017)","$12,000 2017 EST.",2.37 Tunisian Dinar to 1 U.S Dollar (March 2018),No Data,3% (2017),35.8% (2010),41 and 75th/176 (2016),58.9 overall (2018),81.8% (2015),"Muslim (official; Sunni) 99.1%, other (includes Christian, Jewish, Shia Muslim, and Baha'i) 1%","Arabic (official, one of the languages of commerce), French (commerce), Berber (Tamazight). note: despite having no official status, French plays a major role in the country and is spoken by about two-thirds of the population","11,403,800 (July 2017)"
Moroco,Moroco,Middle East,39/100 (2018),parliamentary constitutional monarchy,Rabat,"phosphates, iron ore, manganese, lead, zinc, fish, salt","mountainous northern coast (Rif Mountains) and interior (Atlas Mountains) bordered by large plateaus with intermontane valleys, and fertile coastal plains","Mediterranean, becoming more extreme in the interior",77.1 years (2017),"21.9 deaths/1,000 live births (2017)","1- Stroke, 2- Diabetes Mellitus, 3- Coronary Heart Disease, 4- Influenza and Pneumonia, 5- Hypertension (2017)","$8,600 2017 EST.",9.12 Moroccan Dirham to 1 U.S Dollar (March 2018),No Data,3% (2017),40.7% (2007),37 and 90th/176 (2016),61.9 overall (2018),68.5% (2015),"Muslim 99% (official; virtually all Sunni, <0.1% Shia), other 1% (includes Christian, Jewish, and Baha'i); note - Jewish about 6,000 (2010 est.)","Arabic (official), Berber languages (Tamazight (official), Tachelhit, Tarifit), French (often the language of business, government, and diplomacy)","33,986,655 (July 2017)"
Suadi_Arabia,Suadi_Arabia,Middle East,7/100 (2018),absolute monarchy,Riyadh,"petroleum, natural gas, iron ore, gold, copper",mostly sandy desert,"harsh, dry desert with great temperature extremes",75.5 years (2017),"13.2 deaths/1,000 live births (2017)","1- Coronary Heart Disease, 2- Stroke, 3- Influenza and Pneumonia, 4- Diabetes Mellitus, 5- Kidney Disease (2017)","$55,300 2017 EST.",3.75 Saudi Riyal to 1 U.S Dollar (March 2018),$3.20 vs $5.28 US,1.1% (2017),45.9% (2013),46 and 62nd/176 (2016),59.6 overall (2018),94.7% (2015),"Muslim (official; citizens are 85-90% Sunni and 10-15% Shia), other (includes Eastern Orthodox, Protestant, Roman Catholic, Jewish, Hindu, Buddhist, and Sikh) (2012 est.) note: despite having a large expatriate community of various faiths (more than 30% of the population), most forms of public religious expression inconsistent with the government-sanctioned interpretation of Sunni Islam are restricted; non-Muslims are not allowed to have Saudi citizenship and non-Muslim places of worship are not permitted (2013)",Arabic (official),"28,571,770 (July 2017)"
Kuwait,Kuwait,Middle East,36/100 (2018),constitutional monarchy,Kuwait City,"petroleum, fish, shrimp, natural gas",flat to slightly undulating desert plain,"dry desert; intensely hot summers; short, cool winters",78.2 years (2017),"7 deaths/1,000 live births (2017)","1- Coronary Heart Disease, 2- Stroke, 3- Influenza and Pneumonia, 4- Diabetes Mellitus, 5- Breast Cancer (2017)","$69,700 2017 EST.",0.30 Kuwaiti Dinar to 1 U.S Dollar (March 2018),No Data,4.1% (2017),no data,41 and 75th/176 (2016),62.2 overall (2018),95.7% (2016),"Muslim (official) 76.7%, Christian 17.3%, other and unspecified 5.9%. note: represents the total population; about 69% of the population consists of immigrants (2013 est.)","Arabic (official), English widely spoken","2,875,422 (July 2017)"
Qatar,Qatar,Middle East,24/100 (2018),absolute monarchy,Doha,"petroleum, natural gas, fish",mostly flat and barren desert,"arid; mild, pleasant winters; very hot, humid summers",78.9 years (2017),"6.2 deaths/1,000 live births (2017)","1- Coronary Heart Disease, 2- Diabetes Mellitus, 3- Stroke, 4- Road Traffic Accidents, 5- Lung Cancers (2017)","$124,900 2017 EST",3.64 Qatari Rial to 1 U.S Dollar (March 2018),No Data,3.1% (2017),41.1% (2007),61 and 31st/176 (2016),72.6 overall (2018),97.3% (2015),"Muslim 67.7%, Christian 13.8%, Hindu 13.8%, Buddhist 3.1%, folk religion <.1%, Jewish <.1%, other 0.7%, unaffiliated 0.9% (2010 est.)","Arabic (official), English commonly used as a second language","2,314,307 (July 2017)"
Jordan,Jordan,Middle East,37/100 (2018),parliamentary constitutional monarchy,Amman,"phosphates, potash, shale oil","mostly desert plateau in east, highland area in west; Great Rift Valley separates eastern and western banks of the Jordan River",mostly arid desert; rainy season in west (November to April),74.8 years (2017),"14.2 deaths/1,000 live births (2017)","1- Coronary Heart Disease, 2- Stroke, 3- Diabetes Mellitus, 4- Hypertension, 5- Kidney Disease (2017)","$12,500 2017 EST.",0.71 Jordanian Dinar to 1 U.S Dollar (March 2018),No Data,2.5% (2017),35.4% (2010),48 and 57th/176 (2016),64.9 overall (2018),95.4% (2015),"Muslim 97.2% (official; predominantly Sunni), Christian 2.2% (majority Greek Orthodox, but some Greek and Roman Catholics, Syrian Orthodox, Coptic Orthodox, Armenian Orthodox, and Protestant denominations), Buddhist 0.4%, Hindu 0.1%, Jewish <0.1, folk religionist <0.1, unaffiliated <0.1, other <0.1 (2010 est.)","Arabic (official), English (widely understood among upper and middle classes)","10,248,069 (July 2017). note: increased estimate reflects revised assumptions about the net migration rate due to the increased flow of Syrian refugees "
Lebanon,Lebanon,Middle East,43/100 (2018),parliamentary republic,Beirut,"limestone, iron ore, salt, water-surplus state in a water-deficit region, arable land",narrow coastal plain; El Beqaa (Bekaa Valley) separates Lebanon and Anti-Lebanon Mountains,"Mediterranean; mild to cool, wet winters with hot, dry summers; the Lebanon Mountains experience heavy winter snows",77.8 years (2017),"7.4 deaths/1,000 live births (2017)","1- Coronary Heart Disease, 2- Stroke, 3- Breast Cancer, 4- Road Traffic Accidents, 5- Prostate Cancer (2017)","$19,500 2017 EST.",1515.15 Lebanese Pounds to 1 U.S Dollar (March 2018),No Data,2% (2017),no data,28 and 136th/176 (2016),53.2 overall (2018),93.9% (2015),"Muslim 54% (27% Sunni, 27% Shia), Christian 40.5% (includes 21% Maronite Catholic, 8% Greek Orthodox, 5% Greek Catholic, 6.5% other Christian), Druze 5.6%, very small numbers of Jews, Baha'is, Buddhists, Hindus, and Mormons. note: 18 religious sects recognized (2012 est.)
","Arabic (official), French, English, Armenian","6,229,794 (July 2017)"
Israel,Israel,Middle East,79/100 (2018),parliamentary democracy,name: Jerusalem; note - the US recognized Jerusalem as Israel’s capital in December 2017 without taking a position on the specific boundaries of Israeli sovereignty,"timber, potash, copper ore, natural gas, phosphate rock, magnesium bromide, clays, sand",Negev desert in the south; low coastal plain; central mountains; Jordan Rift Valley,temperate; hot and dry in southern and eastern desert areas,82.5 years (2017),"3.4 deaths/1,000 live births (2017)","1- Coronary Heart Disease, 2- Diabetes Mellitus, 3- Stroke, 4- Breast Cancer, 5- Lung Cancers (2017)","$36,200 2017 EST.",3.50 Israeli New Shekel to 1 U.S Dollar (March 2018),$4.80 vs $5.28 US,3.4% (2017),42.8% (2010),64 and 28th/176 (2016),72.2 overall (2018),97.8% (2011),"Jewish 74.7%, Muslim 17.7%, Christian 2%, Druze 1.6%, other 4% (2016 est.)","Hebrew (official), Arabic (used officially for Arab minority), English (most commonly used foreign language)","8,299,706 (July 2017 est.) (includes populations of the Golan Heights of Golan Sub-District and also East Jerusalem, which was annexed by Israel after 1967). note: approximately 22,000 Israeli settlers live in the Golan Heights (2016); approximately 201,000 Israeli settlers live in East Jerusalem (2014)"
